factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
q158_ma_60h,Alpha158 60期均价/当前收盘价,Alpha158 MA60 / Close,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,59.84,LOW,90.0,81.9,36.2,74.2,70,30.0,20.0,MEDIUM,0.995268,0.034401,0.2005,0.8,-1.0178,-0.484092,-0.033202,0.44,NEAR_MONOTONIC,计算完整性(90); 预测排名能力(82),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Predictive Ranking(82),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 60h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,high_redundancy|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00650555,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,24,256,0.0938,232,breakout_dist_48h,0.874654,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,8,3
q158_max_10h,Alpha158 10期最高价/当前收盘价,Alpha158 MAX10 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,63.12,LOW,90.0,99.0,63.9,50.5,40,30.0,20.0,HIGH,0.999278,-0.062742,-0.3657,0.04,0.6224,0.277492,-0.050302,0.68,NON_MONOTONIC,预测排名能力(99); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Predictive Ranking(99); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量10小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 10h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00348802,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,q158_max_5h,0.835198,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_max_20h,q158_max_20h,Q158 Max 20H,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,61.55,LOW,90.0,99.1,57.0,49.1,40,30.0,20.0,HIGH,0.998476,-0.062992,-0.3599,0.04,0.196,0.086129,-0.058044,0.64,NON_MONOTONIC,预测排名能力(99); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Predictive Ranking(99); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 20h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,high_redundancy|ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00201366,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,q158_qtlu_20h,0.845474,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_max_30h,Alpha158 30期最高价/当前收盘价,Alpha158 MAX30 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,60.44,LOW,90.0,99.2,52.2,48.1,40,30.0,20.0,MEDIUM,0.997674,-0.063023,-0.3519,0.08,-0.03,-0.013321,-0.063738,0.56,NON_MONOTONIC,预测排名能力(99); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Predictive Ranking(99); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 30h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|high_redundancy|ls_not_robust|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,24h,0.0012867,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,True,48,256,0.1875,208,q158_qtlu_30h,0.852473,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,21,16
q158_max_5h,Alpha158 5期最高价/当前收盘价,Alpha158 MAX5 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,66.91,LOW,90.0,98.7,67.3,51.8,70,30.0,20.0,HIGH,0.999679,-0.061924,-0.3685,0.04,0.8028,0.35878,-0.046822,0.72,NEAR_MONOTONIC,预测排名能力(99); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Predictive Ranking(99); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量5小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 5h. Higher values indicate stronger recent upwa,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|high_redundancy|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.0040592,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,184,256,0.7188,72,q158_max_10h,0.835198,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_max_60h,Alpha158 60期最高价/当前收盘价,Alpha158 MAX60 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,60.92,MEDIUM,90.0,99.0,46.5,45.8,40,30.0,40.0,LOW,0.995268,-0.062725,-0.3358,0.08,-0.3239,-0.146006,-0.061193,0.48,NON_MONOTONIC,预测排名能力(99); 计算完整性(90),新颖性与冗余度(40); 方向可解释性(30),Predictive Ranking(99); Computation Integrity(90),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Measures price continuation over 60h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,,24h,0.00059672,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,24,256,0.0938,232,breakout_dist_48h,0.744665,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,34,1
q158_min_10h,Alpha158 10期最低价/当前收盘价,Alpha158 MIN10 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,63.19,LOW,90.0,100.0,29.0,75.9,70,30.0,20.0,HIGH,0.999278,0.06708,0.4186,1.0,-1.3631,-0.676638,-0.163934,0.36,NEAR_MONOTONIC,预测排名能力(100); 计算完整性(90),组合提取能力(29); 新颖性与冗余度(20),Predictive Ranking(100); Computation Integrity(90),Portfolio Extraction(29); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量10小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 10h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,high_redundancy|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00630069,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_min_5h,0.839238,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_min_20h,q158_min_20h,Q158 Min 20H,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,62.56,LOW,90.0,100.0,27.4,73.9,70,30.0,20.0,HIGH,0.998476,0.067445,0.4229,0.96,-1.5345,-0.785708,-0.176547,0.36,NEAR_MONOTONIC,预测排名能力(100); 计算完整性(90),组合提取能力(27); 新颖性与冗余度(20),Predictive Ranking(100); Computation Integrity(90),Portfolio Extraction(27); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量20小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 20h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,high_redundancy|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00711249,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_min_10h,0.837826,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_min_30h,Alpha158 30期最低价/当前收盘价,Alpha158 MIN30 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,62.61,LOW,90.0,100.0,27.7,73.9,70,30.0,20.0,MEDIUM,0.997674,0.06891,0.4333,0.96,-1.4979,-0.778895,-0.177469,0.36,NEAR_MONOTONIC,预测排名能力(100); 计算完整性(90),组合提取能力(28); 新颖性与冗余度(20),Predictive Ranking(100); Computation Integrity(90),Portfolio Extraction(28); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量30小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 30h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,high_redundancy|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00701633,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,q158_qtld_30h,0.821187,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,21,16
q158_min_5h,Alpha158 5期最低价/当前收盘价,Alpha158 MIN5 / Close,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,63.3,LOW,90.0,100.0,30.5,74.7,70,30.0,20.0,HIGH,0.999679,0.065899,0.4129,0.96,-1.2143,-0.577183,-0.150254,0.36,NEAR_MONOTONIC,预测排名能力(100); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Predictive Ranking(100); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 衡量5小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Measures price continuation over 5h. Higher values indicate stronger recent upwa,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|high_redundancy|ls_not_robust|mean_median_split|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips|mean_spread_outlier_dominated,72h,-0.00549472,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,ROBUST_SPREAD_NEGATIVE,True,184,256,0.7188,72,q158_min_10h,0.839238,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,7,53
q158_min_60h,Alpha158 60期最低价/当前收盘价,Alpha158 MIN60 / Close,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,64.13,MEDIUM,90.0,100.0,24.5,74.9,70,30.0,40.0,LOW,0.995268,0.067793,0.4349,0.96,-1.9789,-0.857316,-0.063492,0.28,NEAR_MONOTONIC,预测排名能力(100); 计算完整性(90),方向可解释性(30); 组合提取能力(24),Predictive Ranking(100); Computation Integrity(90),Direction Interpretability(30); Portfolio Extraction(24),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 衡量60小时内的价格延续性。值越高表示近期向上漂移越强。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Measures price continuation over 60h. Higher values indicate stronger recent upw,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.0079027,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,24,256,0.0938,232,breakout_dist_48h,0.723127,MODERATE_REDUNDANCY,MODERATELY_REDUNDANT,35,1
q158_open_close_0h,q158_open_close_0h,Q158 Open Close 0H,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,71.54,LOW,90.0,82.8,81.4,90.4,70,30.0,20.0,HIGH,1.0,0.036555,0.2303,1.0,1.4799,1.038498,-0.000718,0.68,NEAR_MONOTONIC,稳定性(90); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Stability(90); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: Alpha158价格标准化特征，使用1根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha158 normalized price-location feature over a 1-bar lag window. It compares,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00139175,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_kmid_open,1.0,NEAR_DUPLICATE,HIGHLY_REDUNDANT,9,14
q158_open_close_1h,q158_open_close_1h,Q158 Open Close 1H,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,68.42,LOW,90.0,82.6,69.6,85.6,70,30.0,20.0,HIGH,0.99992,0.03612,0.2238,1.0,0.9116,0.697734,-0.000688,0.52,NEAR_MONOTONIC,计算完整性(90); 稳定性(86),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Stability(86),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: Alpha158价格标准化特征，使用2根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha158 normalized price-location feature over a 2-bar lag window. It compares,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00210157,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,rev_2h,0.997247,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
q158_open_close_2h,Alpha158 前2期开盘价/当前收盘价,Alpha158 OPEN2 / Close,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,66.0,LOW,90.0,81.9,58.5,85.6,70,30.0,20.0,HIGH,0.99984,0.034376,0.2121,1.0,0.2932,0.233366,-0.001172,0.52,NEAR_MONOTONIC,计算完整性(90); 稳定性(86),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Stability(86),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: Alpha158价格标准化特征，使用3根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha158 normalized price-location feature over a 3-bar lag window. It compares,REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00232476,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,rev_3h,0.998162,NEAR_DUPLICATE,HIGHLY_REDUNDANT,7,53
