factor_id,family,lifecycle_status,name_en,name_zh,family_en,family_zh,formula_en,formula_zh,intuition_en,intuition_zh,required_columns,expected_direction,expected_direction_explanation_en,expected_direction_explanation_zh,known_limitations_en,known_limitations_zh,data_source_type,horizon_notes_en,horizon_notes_zh,status_explanation_en,status_explanation_zh,review_required_flag,metadata_quality,source_fields
q158_low_close_1h,alpha158_price,DIAGNOSTIC_PROBE,Q158 Low Close 1H,q158_low_close_1h,Alpha158 Price,Alpha158 价格标准化,"Alpha158 LOW1: Ref(low,1) / close; previous low normalized by current close from Alpha158 price feature block","Alpha158 LOW1: Ref(low,1) / close; previous low normalized by current close from Alpha158 price feature block",Alpha158 normalized price-location feature over a 2-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用2根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,low",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,HYBRID,Lookback window: 2 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：2根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_open_close_2h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 OPEN2 / Close,Alpha158 前2期开盘价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(open, 2) / close",前2期开盘价 / 当前收盘价,Alpha158 normalized price-location feature over a 3-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用3根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,open",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,Raw lagged normalized price feature; high redundancy risk with reversal and existing Alpha158 price-location factors.,原始滞后标准化价格特征；与反转和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 3 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：3根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_high_close_2h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 HIGH2 / Close,Alpha158 前2期最高价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(high, 2) / close",前2期最高价 / 当前收盘价,Alpha158 normalized price-location feature over a 3-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用3根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,high",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 3 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：3根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_low_close_2h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 LOW2 / Close,Alpha158 前2期最低价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(low, 2) / close",前2期最低价 / 当前收盘价,Alpha158 normalized price-location feature over a 3-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用3根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,low",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 3 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：3根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_open_close_3h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 OPEN3 / Close,Alpha158 前3期开盘价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(open, 3) / close",前3期开盘价 / 当前收盘价,Alpha158 normalized price-location feature over a 4-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用4根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,open",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,Raw lagged normalized price feature; high redundancy risk with reversal and existing Alpha158 price-location factors.,原始滞后标准化价格特征；与反转和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 4 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：4根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_high_close_3h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 HIGH3 / Close,Alpha158 前3期最高价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(high, 3) / close",前3期最高价 / 当前收盘价,Alpha158 normalized price-location feature over a 4-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用4根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,high",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 4 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：4根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_low_close_3h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 LOW3 / Close,Alpha158 前3期最低价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(low, 3) / close",前3期最低价 / 当前收盘价,Alpha158 normalized price-location feature over a 4-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用4根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,low",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 4 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：4根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_open_close_4h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 OPEN4 / Close,Alpha158 前4期开盘价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(open, 4) / close",前4期开盘价 / 当前收盘价,Alpha158 normalized price-location feature over a 5-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用5根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,open",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,Raw lagged normalized price feature; high redundancy risk with reversal and existing Alpha158 price-location factors.,原始滞后标准化价格特征；与反转和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 5 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：5根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_high_close_4h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 HIGH4 / Close,Alpha158 前4期最高价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(high, 4) / close",前4期最高价 / 当前收盘价,Alpha158 normalized price-location feature over a 5-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用5根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,high",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 5 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：5根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_low_close_4h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 LOW4 / Close,Alpha158 前4期最低价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(low, 4) / close",前4期最低价 / 当前收盘价,Alpha158 normalized price-location feature over a 5-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用5根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,"close,low",conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,"Raw lagged normalized price feature; high redundancy risk with candle, range, and existing Alpha158 price-location factors.",原始滞后标准化价格特征；与K线、区间和已有Alpha158价格位置因子存在高冗余风险。,HYBRID,Lookback window: 5 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：5根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_close_close_4h,alpha158_price,DIAGNOSTIC_PROBE,Alpha158 CLOSE4 / Close,Alpha158 前4期收盘价/当前收盘价,Alpha158 Price,Alpha158 价格标准化,"Ref(close, 4) / close",前4期收盘价 / 当前收盘价,Alpha158 normalized price-location feature over a 5-bar lag window. It compares lagged OHLC levels with current close.,Alpha158价格标准化特征，使用5根K线滞后窗口，将滞后的OHLC价位与当前收盘价比较。,close,conditional,"Direction is conditional: normalized price-location can reflect continuation, reversal pressure, or redundant price level context.",方向为条件式：标准化价格位置可能反映延续、反转压力，或仅提供冗余价格位置背景。,Raw lagged normalized close ratio; overlaps strongly with short-horizon momentum/reversal diagnostics.,原始滞后收盘价比率；与短周期动量/反转诊断高度重叠。,HYBRID,Lookback window: 5 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：5根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_volume_ratio_1h,alpha158_volume,DIAGNOSTIC_PROBE,Alpha158 VOLUME1 Ratio,Alpha158 前1期成交量/当前成交量,Alpha158 Volume,Alpha158 成交量标准化,"Ref(volume, 1) / (volume + 1e-12)",前1期成交量 / (当前成交量 + 1e-12),Alpha158 lagged volume ratio over a 2-bar window. It compares prior volume with current volume to diagnose short-horizon volume expansion or fade.,Alpha158滞后成交量比率，使用2根K线窗口，将前期成交量与当前成交量比较，用于诊断短周期成交量扩张或衰退。,volume,conditional,"Direction is conditional: lagged/current volume can mark fading attention, fresh participation, stress selling, or redundant liquidity context.",方向为条件式：滞后/当前成交量可能表示关注度衰退、新资金参与、压力抛售，或仅提供冗余流动性背景。,Raw lagged volume ratio; can be unstable when current volume is tiny and may overlap with volume z-score/liquidity diagnostics.,原始滞后成交量比率；当前成交量很小时可能不稳定，并可能与成交量Z分数/流动性诊断重叠。,HYBRID,Lookback window: 2 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：2根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
